arm,k,depth,batch,seq,gen,weight_bytes,oom,kv_predicted_bytes,kv_measured_over_predicted,t_decode_s,latency_ms_per_token,throughput_tok_s,peak_bytes,kv_after_prefill_bytes,kv_final_bytes
etd,1,8,2,512,16,1450240,False,4390912,1.0,0.06169920799948159,3.856200499967599,518.6452312364994,0,4194304,4390912
etd,1,8,4,512,16,1450240,False,8781824,1.0,0.06573354200008907,4.108346375005567,973.6277409167039,0,8388608,8781824
etd,5,16,1,128,16,1450240,False,1245184,1.0,0.05642437500137021,3.526523437585638,283.5653917231951,0,1048576,1245184
etd,5,16,2,128,16,1450240,False,2490368,1.0,0.05875087499953224,3.671929687470765,544.6727389209909,0,2097152,2490368
etd,5,16,4,128,16,1450240,False,4980736,1.0,0.10098383299919078,6.311489562449424,633.7648126360272,0,4194304,4980736
etd,5,16,1,512,16,1450240,False,4390912,1.0,0.09916345799865667,6.197716124916042,161.3497584989094,0,4194304,4390912
etd,5,16,2,512,16,1450240,False,8781824,1.0,0.13273666700115427,8.296041687572142,241.07882714669736,0,8388608,8781824
etd,5,16,4,512,16,1450240,False,17563648,1.0,0.13607854099973338,8.504908812483336,470.316623986477,0,16777216,17563648
dense,5,16,1,128,16,2769152,False,1245184,1.0,0.05927808400156209,3.704880250097631,269.91425700564764,0,1048576,1245184
dense,5,16,2,128,16,2769152,False,2490368,1.0,0.06305925000197021,3.9412031251231383,507.45925457407435,0,2097152,2490368
dense,5,16,4,128,16,2769152,False,4980736,1.0,0.102018790999864,6.3761744374915,627.3354092197125,0,4194304,4980736
dense,5,16,1,512,16,2769152,False,4390912,1.0,0.09995833300126833,6.247395812579271,160.06669498777038,0,4194304,4390912
dense,5,16,2,512,16,2769152,False,8781824,1.0,0.12106020899955183,7.5662630624719895,264.33127998414795,0,8388608,8781824
dense,5,16,4,512,16,2769152,False,17563648,1.0,0.13654212500114227,8.533882812571392,468.7198181474369,0,16777216,17563648
dense,3,12,1,128,16,2109696,False,933888,1.0,0.08701379199919757,5.438361999949848,183.87889588983262,0,786432,933888
dense,3,12,2,128,16,2109696,False,1867776,1.0,0.046610290999524295,2.9131431874702685,686.5436647955404,0,1572864,1867776
dense,3,12,4,128,16,2109696,False,3735552,1.0,0.07871241599787027,4.919525999866892,813.0864640431271,0,3145728,3735552
dense,3,12,1,512,16,2109696,False,3293184,1.0,0.08021200000075623,5.013250000047265,199.47140078603144,0,3145728,3293184
dense,3,12,2,512,16,2109696,False,6586368,1.0,0.09310979200017755,5.819362000011097,343.6802866012092,0,6291456,6586368
dense,3,12,4,512,16,2109696,False,13172736,1.0,0.10309158300151466,6.4432239375946665,620.8072292289826,0,12582912,13172736
