arm,k,depth,batch,seq,gen,weight_bytes,oom,kv_predicted_bytes,kv_measured_over_predicted,t_decode_s,latency_ms_per_token,throughput_tok_s,peak_bytes,kv_after_prefill_bytes,kv_final_bytes
dense,3,24,2,1024,128,4043706368,False,459276288,1.0,8.921041910536587,69.69563992606709,28.696199677936722,5088560640,402653184,459276288
dense,3,24,4,1024,128,4043706368,False,918552576,1.0,8.870514309965074,69.30089304660214,57.71931390999762,6092409856,805306368,918552576
dense,3,24,8,1024,128,4043706368,False,1837105152,1.0,11.235591320320964,87.77805719000753,91.13895039489098,8102429696,1610612736,1837105152
dense,3,24,16,1024,128,4043706368,False,3674210304,1.0,18.993841630406678,148.38938773755217,107.82442224438776,12121000960,3221225472,3674210304
dense,3,24,32,1024,128,4043706368,False,7348420608,1.0,21.836860460229218,170.60047234554077,187.57275147038263,20159693312,6442450944,7348420608
dense,3,24,1,4096,128,4043706368,False,833617920,1.0,12.413135400041938,96.97762031282764,10.311657439873535,5987738624,805306368,833617920
dense,3,24,2,4096,128,4043706368,False,1667235840,1.0,12.143769910559058,94.87320242624264,21.08076831869212,7796564992,1610612736,1667235840
dense,3,24,4,4096,128,4043706368,False,3334471680,1.0,12.208010540343821,95.3750823464361,41.93967545391555,11443790848,3221225472,3334471680
dense,3,24,8,4096,128,4043706368,False,6668943360,1.0,20.559042929671705,160.6175228880602,49.80776602796615,18738732032,6442450944,6668943360
dense,3,24,16,4096,128,4043706368,False,13337886720,1.0,40.18092628009617,313.91348656325135,50.96945714301482,33327145984,12884901888,13337886720
dense,3,24,32,4096,128,4043706368,True,,,,,,,,
dense,3,24,1,16384,128,4043706368,False,3249537024,1.0,12.319084740243852,96.2428495331551,10.390382296977874,12278686720,3221225472,3249537024
dense,3,24,2,16384,128,4043706368,False,6499074048,1.0,21.200831649824977,165.63149726425763,12.07499801084989,19388146176,6442450944,6499074048
dense,3,24,4,16384,128,4043706368,False,12998148096,1.0,40.100484339520335,313.2850339025026,12.767925585761748,33604289536,12884901888,12998148096
dense,3,24,8,16384,128,4043706368,True,,,,,,,,
etd,8,44,1,1024,128,2969833472,False,421003264,1.0,16.315097429789603,127.46169867023127,7.8454940616098225,3898951168,369098752,421003264
etd,8,44,2,1024,128,2969833472,False,842006528,1.0,16.313993560150266,127.45307468867395,15.692049837835171,4778912768,738197504,842006528
etd,8,44,4,1024,128,2969833472,False,1684013056,1.0,16.693955049850047,130.4215238269535,30.66978427048053,6548810752,1476395008,1684013056
etd,8,44,8,1024,128,2969833472,False,3368026112,1.0,20.59481139946729,160.8969640583382,49.72126134772407,10089096192,2952790016,3368026112
etd,8,44,16,1024,128,2969833472,False,6736052224,1.0,34.44315753970295,269.0871682789293,59.46028605650487,17168198656,5905580032,6736052224
etd,8,44,32,1024,128,2969833472,False,13472104448,1.0,39.989898569881916,312.42108257720247,102.42586619324088,31327382528,11811160064,13472104448
etd,8,44,1,4096,128,2969833472,False,1528299520,1.0,22.22714444063604,173.64956594246905,5.75872444352268,6321566720,1476395008,1528299520
etd,8,44,2,4096,128,2969833472,False,3056599040,1.0,22.81949815992266,178.27732937439578,11.218476331333468,9502941184,2952790016,3056599040
etd,8,44,4,4096,128,2969833472,False,6113198080,1.0,22.54650740046054,176.14458906609798,22.708616944793043,15926723584,5905580032,6113198080
etd,8,44,8,4096,128,2969833472,False,12226396160,1.0,37.6622972600162,294.2366973438766,27.188994684270607,28778462208,11811160064,12226396160
etd,8,44,16,4096,128,2969833472,True,,,,,,,,
etd,8,44,1,16384,128,2969833472,False,5957484544,1.0,22.18400369025767,173.31252883013804,5.769923309930412,16635225088,5905580032,5957484544
etd,8,44,2,16384,128,2969833472,False,11914969088,1.0,38.81237197946757,303.2216560895904,6.5958349604458215,29146669056,11811160064,11914969088
etd,8,44,4,16384,128,2969833472,True,,,,,,,,
dense,5,32,1,1024,128,5117579264,False,306184192,1.0,12.141238739714026,94.85342765401583,10.542581588591256,5815956480,268435456,306184192
dense,5,32,2,1024,128,5117579264,False,612368384,1.0,12.191905809566379,95.24926413723733,20.99753754651956,6469459968,536870912,612368384
dense,5,32,4,1024,128,5117579264,False,1224736768,1.0,12.3732266202569,96.66583297075704,41.379667221303144,7778438144,1073741824,1224736768
dense,5,32,8,1024,128,5117579264,False,2449473536,1.0,15.005968000739813,117.23412500577979,68.23951643436234,10400564224,2147483648,2449473536
dense,5,32,16,1024,128,5117579264,False,4898947072,1.0,25.15260749962181,196.50474609079538,81.42296976688375,15643347968,4294967296,4898947072
dense,5,32,32,1024,128,5117579264,False,9797894144,1.0,29.128628789447248,227.56741241755662,140.6176730668456,26129894400,8589934592,9797894144
dense,5,32,1,4096,128,5117579264,False,1111490560,1.0,16.115484539419413,125.90222296421416,7.942671514896406,7623813120,1073741824,1111490560
dense,5,32,2,4096,128,5117579264,False,2222981120,1.0,16.044952239841223,125.35118937375955,15.955173700319678,9981846528,2147483648,2222981120
dense,5,32,4,4096,128,5117579264,False,4445962240,1.0,16.200170599855483,126.56383281137096,31.60460544807889,14740431872,4294967296,4445962240
dense,5,32,8,4096,128,5117579264,False,8891924480,1.0,27.39842131920159,214.0501665562624,37.37441614135453,24258092032,8589934592,8891924480
dense,5,32,16,4096,128,5117579264,False,17783848960,1.0,53.59053510054946,418.67605547304265,38.215703503565166,43291943936,17179869184,17783848960
dense,5,32,32,4096,128,5117579264,True,,,,,,,,
dense,5,32,1,16384,128,5117579264,False,4332716032,1.0,16.15074190031737,126.17767109622946,7.925332519708258,15518901248,4294967296,4332716032
dense,5,32,2,16384,128,5117579264,False,8665432064,1.0,28.231660240329802,220.55984562757658,9.067833695246023,24794653184,8589934592,8665432064
dense,5,32,4,16384,128,5117579264,False,17330864128,1.0,53.460684600286186,417.6615984397358,9.577131378472082,43343381504,17179869184,17330864128
dense,5,32,8,16384,128,5117579264,True,,,,,,,,
etd,3,24,1,1024,128,2969833472,False,229638144,1.0,9.073665680363774,70.88801312784199,14.106757346923578,3515226112,201326592,229638144
etd,3,24,2,1024,128,2969833472,False,459276288,1.0,9.310520930215716,72.73844476731028,27.495776221198906,4013739008,402653184,459276288
etd,3,24,4,1024,128,2969833472,False,918552576,1.0,9.138298680074513,71.39295843808213,56.02793451218484,5018504192,805306368,918552576
etd,3,24,8,1024,128,2969833472,False,1837105152,1.0,11.447794360108674,89.43589343834901,89.44954528256211,7028524032,1610612736,1837105152
etd,3,24,16,1024,128,2969833472,False,3674210304,1.0,19.339460410177708,151.08953445451334,105.89747369177924,11047095296,3221225472,3674210304
etd,3,24,32,1024,128,2969833472,False,7348420608,1.0,21.86175396014005,170.79495281359414,187.35916649085553,19085216768,6442450944,7348420608
etd,3,24,1,4096,128,2969833472,False,833617920,1.0,12.460070519708097,97.34430093521951,10.27281505329704,4914757632,805306368,833617920
etd,3,24,2,4096,128,2969833472,False,1667235840,1.0,12.421436309814453,97.04247117042542,20.609532876462016,6724501504,1610612736,1667235840
etd,3,24,4,4096,128,2969833472,False,3334471680,1.0,12.423936979845166,97.06200765504036,41.21076924573879,10369885184,3221225472,3334471680
etd,3,24,8,4096,128,2969833472,False,6668943360,1.0,20.565293590538204,160.66635617607972,49.79262734528272,17664826368,6442450944,6668943360
etd,3,24,16,4096,128,2969833472,False,13337886720,1.0,40.18552382942289,313.94940491736634,50.963625824394576,32253240320,12884901888,13337886720
etd,3,24,32,4096,128,2969833472,True,,,,,,,,
etd,3,24,1,16384,128,2969833472,False,3249537024,1.0,12.054653179831803,94.17697796743596,10.618306316282254,11204781056,3221225472,3249537024
etd,3,24,2,16384,128,2969833472,False,6499074048,1.0,21.187854659743607,165.53011452924693,12.082393621775855,18314240512,6442450944,6499074048
etd,3,24,4,16384,128,2969833472,False,12998148096,1.0,40.11747664026916,313.4177862521028,12.762517557898049,32530383872,12884901888,12998148096
etd,3,24,8,16384,128,2969833472,True,,,,,,,,
etd,4,28,1,1024,128,2969833472,False,267911168,1.0,10.688472400419414,83.50369062827667,11.975518596556164,3591348224,234881024,267911168
etd,4,28,2,1024,128,2969833472,False,535822336,1.0,10.767014910466969,84.1173039880232,23.776320747093422,4166773760,469762048,535822336
etd,4,28,4,1024,128,2969833472,False,1071644672,1.0,10.568700379692018,82.56797171634389,48.44493472289354,5324565504,939524096,1071644672
etd,4,28,8,1024,128,2969833472,False,2143289344,1.0,13.157207669690251,102.79068491945509,77.82806395607398,7640638464,1879048192,2143289344
etd,4,28,16,1024,128,2969833472,False,4286578688,1.0,22.38734637014568,174.9011435167631,91.48024808920992,12271315968,3758096384,4286578688
etd,4,28,32,1024,128,2969833472,False,8573157376,1.0,25.48726859036833,199.11928586225258,160.70768766284684,21533649920,7516192768,8573157376
etd,4,28,1,4096,128,2969833472,False,972554240,1.0,14.489680590108037,113.20062961021904,8.833873128120183,5195379712,939524096,972554240
etd,4,28,2,4096,128,2969833472,False,1945108480,1.0,14.150530490092933,110.55101945385104,18.09119454420671,7280189440,1879048192,1945108480
etd,4,28,4,4096,128,2969833472,False,3890216960,1.0,14.093655389733613,110.10668273229385,36.328403515028576,11481252864,3758096384,3890216960
etd,4,28,8,4096,128,2969833472,False,7780433920,1.0,23.970133020542562,187.26666422298877,42.719829678142595,19887553536,7516192768,7780433920
etd,4,28,16,4096,128,2969833472,False,15560867840,1.0,46.87904417980462,366.2425326547236,43.68689754306623,36698686464,15032385536,15560867840
etd,4,28,32,4096,128,2969833472,True,,,,,,,,
etd,4,28,1,16384,128,2969833472,False,3791126528,1.0,13.914695509709418,108.70855866960483,9.19890772390125,12287935488,3758096384,3791126528
etd,4,28,2,16384,128,2969833472,False,7582253056,1.0,24.709144449792802,193.04019101400627,10.360536785082685,20480541184,7516192768,7582253056
etd,4,28,4,16384,128,2969833472,False,15164506112,1.0,46.771460600197315,365.4020359390415,10.946846504892772,36862977024,15032385536,15164506112
etd,4,28,8,16384,128,2969833472,True,,,,,,,,
dense,2,20,1,1024,128,3506769920,False,191365120,1.0,7.723023570142686,60.33612164173974,16.573819675347067,3975730176,167772160,191365120
dense,2,20,2,1024,128,3506769920,False,382730240,1.0,7.660730940289795,59.84946047101403,33.41717676751037,4399497216,335544320,382730240
dense,2,20,4,1024,128,3506769920,False,765460480,1.0,7.738600699231029,60.45781796274241,66.16183208042722,5249395712,671088640,765460480
dense,2,20,8,1024,128,3506769920,False,1530920960,1.0,9.644000940024853,75.34375734394416,106.1799979456826,6953362432,1342177280,1530920960
dense,2,20,16,1024,128,3506769920,False,3061841920,1.0,16.210161140188575,126.64188390772324,126.3405084186705,10359827456,2684354560,3061841920
dense,2,20,32,1024,128,3506769920,False,6123683840,1.0,18.224494690075517,142.37886476621497,224.75245923995644,17173736448,5368709120,6123683840
dense,2,20,1,4096,128,3506769920,False,694681600,1.0,10.190339339897037,79.6120260929456,12.560916347393523,5170163712,671088640,694681600
dense,2,20,2,4096,128,3506769920,False,1389363200,1.0,10.342625379562378,80.80176077783108,24.751935858169116,6703924224,1342177280,1389363200
dense,2,20,4,4096,128,3506769920,False,2778726400,1.0,10.45827106013894,81.70524265733548,48.95646680563259,9795470336,2684354560,2778726400
dense,2,20,8,4096,128,3506769920,False,5557452800,1.0,17.14091829955578,133.91342421527952,59.74008988926444,15979052032,5368709120,5557452800
dense,2,20,16,4096,128,3506769920,False,11114905600,1.0,33.51512258965522,261.8368952316814,61.106743516198144,28344747008,10737418240,11114905600
dense,2,20,32,4096,128,3506769920,True,,,,,,,,
dense,2,20,1,16384,128,3506769920,False,2707947520,1.0,10.631864240393043,83.06143937807065,12.039280892404252,10658579456,2684354560,2707947520
dense,2,20,2,16384,128,3506769920,False,5415895040,1.0,17.67319910041988,138.0718679720303,14.485209980683008,16684892672,5368709120,5415895040
dense,2,20,4,16384,128,3506769920,False,10831790080,1.0,33.41874320060015,261.08393125468865,15.32074371937498,28734743552,10737418240,10831790080
dense,2,20,8,16384,128,3506769920,True,,,,,,,,
etd,5,32,1,1024,128,2969833472,False,306184192,1.0,11.831347590312362,92.43240304931533,10.818716889427526,3668009984,268435456,306184192
etd,5,32,2,1024,128,2969833472,False,612368384,1.0,12.0744988899678,94.33202257787343,21.20170802389984,4320656384,536870912,612368384
etd,5,32,4,1024,128,2969833472,False,1224736768,1.0,12.053882559761405,94.17095749813598,42.47594063253712,5630626816,1073741824,1224736768
etd,5,32,8,1024,128,2969833472,False,2449473536,1.0,14.999766900204122,117.1856789078447,68.26772754622374,8252752896,2147483648,2449473536
etd,5,32,16,1024,128,2969833472,False,4898947072,1.0,25.494017340242863,199.17201047064736,80.33257264508043,13495536640,4294967296,4898947072
etd,5,32,32,1024,128,2969833472,False,9797894144,1.0,29.115530909970403,227.46508523414377,140.6809311726256,23982083072,8589934592,9797894144
etd,5,32,1,4096,128,2969833472,False,1111490560,1.0,16.859748400747776,131.716784380842,7.592046865558376,5476926464,1073741824,1111490560
etd,5,32,2,4096,128,2969833472,False,2222981120,1.0,16.430150229483843,128.36054866784252,15.581111336438601,7835877376,2147483648,2222981120
etd,5,32,4,4096,128,2969833472,False,4445962240,1.0,16.327612719498575,127.55947437108262,31.357921626139824,12592620544,4294967296,4445962240
etd,5,32,8,4096,128,2969833472,False,8891924480,1.0,27.399115930311382,214.05559320555767,37.37346864053955,22110280704,8589934592,8891924480
etd,5,32,16,4096,128,2969833472,False,17783848960,1.0,53.548630089499056,418.3486725742114,38.24560958099309,41144132608,17179869184,17783848960
etd,5,32,32,4096,128,2969833472,True,,,,,,,,
etd,5,32,1,16384,128,2969833472,False,4332716032,1.0,16.545018520206213,129.25795718911104,7.736467616743692,13371089920,4294967296,4332716032
etd,5,32,2,16384,128,2969833472,False,8665432064,1.0,28.229112910106778,220.5399446102092,9.068651955702977,22646841856,8589934592,8665432064
etd,5,32,4,16384,128,2969833472,False,17330864128,1.0,53.433297789655626,417.4476389816846,9.582040060778734,41195570176,17179869184,17330864128
etd,5,32,8,16384,128,2969833472,True,,,,,,,,
etd,1,16,1,1024,128,2969833472,False,153092096,1.0,6.057481840252876,47.324076876975596,21.1308928983362,3361653248,134217728,153092096
etd,1,16,2,1024,128,2969833472,False,306184192,1.0,6.087945509701967,47.56207429454662,42.050310665893655,3707669504,268435456,306184192
etd,1,16,4,1024,128,2969833472,False,612368384,1.0,6.170244270004332,48.205033359408844,82.9788866688807,4406381568,536870912,612368384
etd,1,16,8,1024,128,2969833472,False,1224736768,1.0,7.611464899964631,59.46456953097368,134.53389241862737,5804295168,1073741824,1224736768
etd,1,16,16,1024,128,2969833472,False,2449473536,1.0,12.993460459634662,101.5114098408958,157.61774981824848,8598653952,2147483648,2449473536
etd,1,16,32,1024,128,2969833472,False,4898947072,1.0,14.599090579897165,114.0553951554466,280.5654213585167,14189443072,4294967296,4898947072
etd,1,16,1,4096,128,2969833472,False,555745280,1.0,8.181703330017626,63.919557265762705,15.644664055513273,4350739456,536870912,555745280
etd,1,16,2,4096,128,2969833472,False,1111490560,1.0,8.548268930055201,66.78335101605626,29.947583785053762,5613125632,1073741824,1111490560
etd,1,16,4,4096,128,2969833472,False,2222981120,1.0,8.36693059001118,65.36664523446234,61.193288804289686,8147149824,2147483648,2222981120
etd,1,16,8,4096,128,2969833472,False,4445962240,1.0,13.722972660325468,107.21072390879272,74.61940101072196,13219372032,4294967296,4445962240
etd,1,16,16,4096,128,2969833472,False,8891924480,1.0,26.815974769182503,209.4998028842383,76.37238689356188,23362348032,8589934592,8891924480
etd,1,16,32,4096,128,2969833472,False,17783848960,1.0,52.91323202010244,413.3846251570503,77.40974882131326,43650325504,17179869184,17783848960
etd,1,16,1,16384,128,2969833472,False,2166358016,1.0,8.213557640090585,64.1684190632077,15.583989984465285,9043421696,2147483648,2166358016
etd,1,16,2,16384,128,2969833472,False,4332716032,1.0,14.127346670255065,110.3698958613677,18.1208832752016,13982564352,4294967296,4332716032
etd,1,16,4,16384,128,2969833472,False,8665432064,1.0,26.753997120074928,209.01560250058537,19.137327319805216,23865197568,8589934592,8665432064
etd,1,16,8,16384,128,2969833472,False,17330864128,1.0,53.48052326962352,417.81658804393373,19.147157458379308,43636666368,17179869184,17330864128
etd,1,16,16,16384,128,2969833472,True,,,,,,,,
dense,8,44,1,1024,128,6728388608,False,421003264,1.0,16.943811100907624,132.3735242258408,7.554380725664692,7656182784,369098752,421003264
dense,8,44,2,1024,128,6728388608,False,842006528,1.0,16.832296149805188,131.50231367035303,15.208857883774987,8539422720,738197504,842006528
dense,8,44,4,1024,128,6728388608,False,1684013056,1.0,16.911341979168355,132.11985921225278,30.27553937651366,10307480576,1476395008,1684013056
dense,8,44,8,1024,128,6728388608,False,3368026112,1.0,21.239582059904933,165.9342348430073,48.211871453584685,13847766016,2952790016,3368026112
dense,8,44,16,1024,128,6728388608,False,6736052224,1.0,35.28371019940823,275.6539859328768,58.0437824827829,20926868480,5905580032,6736052224
dense,8,44,32,1024,128,6728388608,False,13472104448,1.0,40.01757624000311,312.6373143750243,102.3550245880579,35086052352,11811160064,13472104448
dense,8,44,1,4096,128,6728388608,False,1528299520,1.0,22.441521380096674,175.32438578200527,5.703713123189717,10077462528,1476395008,1528299520
dense,8,44,2,4096,128,6728388608,False,3056599040,1.0,22.63055704999715,176.80122695310274,11.312138690816372,13259768832,2952790016,3056599040
dense,8,44,4,4096,128,6728388608,False,6113198080,1.0,22.590027529746294,176.48459007614292,22.664868350682802,19685393408,5905580032,6113198080
dense,8,44,8,4096,128,6728388608,False,12226396160,1.0,37.64439568016678,294.096841251303,27.201924257200965,32537132032,11811160064,12226396160
dense,8,44,16,4096,128,6728388608,True,,,,,,,,
dense,8,44,1,16384,128,6728388608,False,5957484544,1.0,22.428971270099282,175.22633804765064,5.706904630558805,20387479552,5905580032,5957484544
dense,8,44,2,16384,128,6728388608,False,11914969088,1.0,38.812773909419775,303.224796167342,6.595766656550908,32905338880,11811160064,11914969088
dense,8,44,4,16384,128,6728388608,True,,,,,,,,
dense,1,16,1,1024,128,2969833472,False,153092096,1.0,6.062553029507399,47.36369554302655,21.11321738168786,3361653248,134217728,153092096
dense,1,16,2,1024,128,2969833472,False,306184192,1.0,6.313719439320266,49.32593311968958,40.54662270953885,3707669504,268435456,306184192
dense,1,16,4,1024,128,2969833472,False,612368384,1.0,6.278444959782064,49.050351248297375,81.54885537417731,4406381568,536870912,612368384
dense,1,16,8,1024,128,2969833472,False,1224736768,1.0,7.434205010533333,58.07972664479166,137.74169511724804,5804295168,1073741824,1224736768
dense,1,16,16,1024,128,2969833472,False,2449473536,1.0,12.592261349782348,98.37704179517459,162.63957228265429,8598653952,2147483648,2449473536
dense,1,16,32,1024,128,2969833472,False,4898947072,1.0,14.58619849011302,113.95467570400797,280.8134006112968,14189443072,4294967296,4898947072
dense,1,16,1,4096,128,2969833472,False,555745280,1.0,8.168786029331386,63.818640854151454,15.669402961516521,4350739456,536870912,555745280
dense,1,16,2,4096,128,2969833472,False,1111490560,1.0,8.295267789624631,64.80677960644243,30.860968746565835,5613125632,1073741824,1111490560
dense,1,16,4,4096,128,2969833472,False,2222981120,1.0,8.250539389438927,64.45733897999162,62.05654877005784,8147149824,2147483648,2222981120
dense,1,16,8,4096,128,2969833472,False,4445962240,1.0,13.714958540163934,107.14811359503074,74.66300368325868,13219372032,4294967296,4445962240
dense,1,16,16,4096,128,2969833472,False,8891924480,1.0,26.82157655991614,209.54356687434483,76.3564362230914,23362348032,8589934592,8891924480
dense,1,16,32,4096,128,2969833472,False,17783848960,1.0,52.92092681955546,413.44474077777704,77.3984933023969,43650325504,17179869184,17783848960
dense,1,16,1,16384,128,2969833472,False,2166358016,1.0,8.538690620101988,66.70852046954678,14.990588802767881,9043421696,2147483648,2166358016
dense,1,16,2,16384,128,2969833472,False,4332716032,1.0,14.121864000335336,110.32706250261981,18.12791852363973,13982564352,4294967296,4332716032
dense,1,16,4,16384,128,2969833472,False,8665432064,1.0,26.748653519898653,208.97385562420823,19.141150399182408,23865197568,8589934592,8665432064
dense,1,16,8,16384,128,2969833472,False,17330864128,1.0,53.53111100010574,418.2118046883261,19.129063097494413,43636666368,17179869184,17330864128
dense,1,16,16,16384,128,2969833472,True,,,,,,,,
